date,energy,t_max,t_min,precip,snow,snow_depth
2021-07-31,273.307,95,58,0.0,0.0,0
2021-08-01,311.504,89,58,0.0,0.0,0
2021-08-02,240.326,91,61,0.02,0.0,0
2021-08-03,319.486,76,61,0.48,0.0,0
2021-08-04,277.903,80,56,0.0,0.0,0
2021-08-05,253.176,85,54,0.0,0.0,0
2021-08-06,503.891,82,62,0.03,0.0,0
2021-08-07,355.188,81,60,0.09,0.0,0
2021-08-08,221.304,91,54,0.0,0.0,0
2021-08-09,244.227,90,53,0.03,0.0,0
2021-08-10,258.804,81,57,0.0,0.0,0
2021-08-11,267.051,91,57,0.0,0.0,0
2021-08-12,447.482,94,59,0.0,0.0,0
2021-08-13,235.118,94,56,0.0,0.0,0
2021-08-14,348.886,93,57,0.0,0.0,0
2021-08-15,304.754,86,60,0.0,0.0,0
2021-08-16,251.025,84,55,0.0,0.0,0
2021-08-17,268.918,93,56,0.0,0.0,0
2021-08-18,336.415,89,62,0.03,0.0,0
2021-08-19,367.305,91,56,0.0,0.0,0
2021-08-20,409.95,95,56,0.0,0.0,0
2021-08-21,428.898,92,59,0.0,0.0,0
2021-08-22,294.787,82,61,0.28,0.0,0
2021-08-23,316.065,79,49,0.09,0.0,0
2021-08-24,375.429,82,50,0.06,0.0,0
2021-08-25,413.23,90,52,0.0,0.0,0
2021-08-26,251.477,90,56,0.0,0.0,0
2021-08-27,335.67,93,56,0.0,0.0,0
2021-08-28,420.272,88,57,0.0,0.0,0
2021-08-29,385.706,83,55,0.05,0.0,0
2021-08-30,188.924,91,56,0.0,0.0,0
2021-08-31,320.813,89,57,0.0,0.0,0
2021-09-01,330.733,83,57,0.0,0.0,0
2021-09-02,395.002,91,51,0.0,0.0,0
2021-09-03,316.672,94,55,0.0,0.0,0
2021-09-04,377.412,87,57,0.0,0.0,0
2021-09-05,237.561,82,58,0.0,0.0,0
2021-09-06,282.982,81,60,0.04,0.0,0
2021-09-07,283.207,84,50,0.0,0.0,0
2021-09-08,326.775,87,50,0.0,0.0,0
2021-09-09,300.285,95,52,0.0,0.0,0
2021-09-10,448.537,86,55,0.0,0.0,0
2021-09-11,335.086,87,49,0.0,0.0,0
2021-09-12,326.323,95,49,0.0,0.0,0
2021-09-13,278.136,99,55,0.0,0.0,0
2021-09-14,390.46,95,61,0.03,0.0,0
2021-09-15,324.189,85,57,0.03,0.0,0
2021-09-16,286.787,83,55,0.0,0.0,0
2021-09-17,360.953,78,57,0.0,0.0,0
2021-09-18,442.585,90,48,0.0,0.0,0
2021-09-19,254.512,91,57,0.0,0.0,0
2021-09-20,422.838,74,44,0.0,0.0,0
2021-09-21,404.765,91,43,0.0,0.0,0
2021-09-22,302.043,88,68,0.0,0.0,0
2021-09-23,248.843,79,53,0.0,0.0,0
2021-09-24,375.601,66,37,0.08,0.0,0
2021-09-25,292.176,79,39,0.0,0.0,0
2021-09-26,309.905,83,50,0.0,0.0,0
2021-09-27,230.642,73,45,0.0,0.0,0
2021-09-28,232.957,87,42,0.0,0.0,0
2021-09-29,291.564,90,53,0.0,0.0,0
2021-09-30,266.856,88,45,0.0,0.0,0
2021-10-01,355.003,82,57,0.0,0.0,0
2021-10-02,357.363,71,52,0.31,0.0,0
2021-10-03,269.647,54,42,0.05,0.0,0
2021-10-04,233.093,67,41,0.0,0.0,0
2021-10-05,304.323,72,43,0.0,0.0,0
2021-10-06,356.259,79,43,0.0,0.0,0
2021-10-07,321.947,82,47,0.0,0.0,0
2021-10-08,314.791,83,43,0.0,0.0,0
2021-10-09,279.443,77,43,0.0,0.0,0
2021-10-10,274.134,79,48,0.0,0.0,0
2021-10-11,318.048,76,46,0.0,0.0,0
2021-10-12,307.487,68,48,0.0,0.0,0
2021-10-13,250.329,70,38,0.0,0.0,0
2021-10-14,378.534,70,38,0.0,0.0,0
2021-10-15,432.357,54,38,0.04,0.0,0
2021-10-16,489.268,61,33,0.08,0.0,0
2021-10-17,326.35,50,30,0.02,0.0,0
2021-10-18,428.8,56,26,0.0,0.0,0
2021-10-19,279.522,71,31,0.0,0.0,0
2021-10-20,358.348,75,35,0.0,0.0,0
2021-10-21,402.891,76,43,0.0,0.0,0
2021-10-22,339.51,65,37,0.0,0.0,0
2021-10-23,304.295,65,27,0.0,0.0,0
2021-10-24,183.087,63,34,0.0,0.0,0
2021-10-25,300.484,75,34,0.0,0.0,0
2021-10-26,319.617,73,39,0.0,0.0,0
2021-10-27,274.74,70,36,0.0,0.0,0
2021-10-28,342.396,73,36,0.0,0.0,0
2021-10-29,318.337,71,38,0.02,0.0,0
2021-10-30,271.849,59,32,0.0,0.0,0
2021-10-31,173.265,59,34,0.0,0.0,0
2021-11-01,219.597,76,36,0.0,0.0,0
2021-11-02,313.976,76,43,0.0,0.0,0
2021-11-03,271.808,55,36,0.01,0.0,0
2021-11-04,378.38,39,33,0.01,0.0,0
2021-11-05,387.905,44,33,0.01,0.0,0
2021-11-06,281.193,61,35,0.01,0.0,0
2021-11-07,377.669,70,32,0.0,0.0,0
2021-11-08,215.072,75,45,0.0,0.0,0
2021-11-09,272.466,75,35,0.0,0.0,0
2021-11-10,325.606,78,44,0.0,0.0,0
2021-11-11,269.743,55,31,0.0,0.0,0
2021-11-12,386.032,55,28,0.0,0.0,0
2021-11-13,317.476,57,37,0.0,0.0,0
2021-11-14,290.477,55,26,0.0,0.0,0
2021-11-15,293.644,56,24,0.0,0.0,0
2021-11-16,325.959,67,39,0.0,0.0,0
2021-11-17,309.385,66,31,0.0,0.0,0
2021-11-18,443.207,73,53,0.0,0.0,0
2021-11-19,356.836,72,56,0.0,0.0,0
2021-11-20,363.234,59,24,0.02,0.3,0
2021-11-21,369.595,51,16,0.0,0.0,0
2021-11-22,319.095,66,29,0.0,0.0,0
2021-11-23,320.551,58,35,0.0,0.0,0
2021-11-24,229.207,58,25,0.0,0.0,0
2021-11-25,123.851,70,31,0.0,0.0,0
2021-11-26,271.067,70,33,0.0,0.0,0
2021-11-27,203.999,57,32,0.01,0.2,0
2021-11-28,275.529,61,17,0.01,0.2,0
2021-11-29,280.653,72,34,0.0,0.0,0
2021-11-30,209.82,58,34,0.0,0.0,0
2021-12-01,280.09000000000003,67,28,0.0,0.0,0
2021-12-02,380.878,74,47,0.0,0.0,0
2021-12-03,333.849,59,36,0.0,0.0,0
2021-12-04,475.337,72,42,0.0,0.0,0
2021-12-05,201.193,72,40,0.0,0.0,0
2021-12-06,269.223,61,33,0.0,0.0,0
2021-12-07,290.688,69,28,0.0,0.0,0
2021-12-08,234.449,64,31,0.0,0.0,0
2021-12-09,304.018,31,14,0.0,0.0,0
2021-12-10,378.434,56,21,0.0,0.0,0
2021-12-11,374.923,56,25,0.0,0.0,0
2021-12-12,394.813,51,38,0.0,0.0,0
2021-12-13,282.788,42,24,0.09,1.0,1
2021-12-14,366.102,49,16,0.0,0.0,0
2021-12-15,218.562,65,33,0.0,0.0,0
2021-12-16,490.641,56,28,0.0,0.0,0
2021-12-17,336.814,62,31,0.0,0.0,0
2021-12-18,368.482,56,31,0.03,0.0,0
2021-12-19,258.88,46,31,0.0,0.0,0
2021-12-20,308.397,45,26,0.0,0.0,0
2021-12-21,358.638,39,7,0.0,0.0,0
2021-12-22,357.747,62,18,0.0,0.0,0
2021-12-23,225.727,62,33,0.0,0.0,0
2021-12-24,94.747,63,25,0.0,0.0,0
2021-12-25,223.794,63,32,0.0,0.0,0
2021-12-26,170.814,63,41,0.0,0.0,0
2021-12-27,252.579,55,38,0.04,0.0,0
2021-12-28,236.852,54,34,0.0,0.0,0
2021-12-29,320.943,52,23,0.0,0.0,0
2021-12-30,242.844,44,21,0.0,0.0,0
2021-12-31,179.949,37,23,0.0,0.0,0
2022-01-01,121.937,33,10,0.0,0.0,0
2022-01-02,261.85,44,16,0.0,0.0,0
2022-01-03,220.058,44,25,0.26,4.1,4
2022-01-04,198.097,25,5,0.43,7.1,9
2022-01-05,410.371,50,-4,0.0,0.0,6
2022-01-06,147.473,51,22,0.0,0.0,4
2022-01-07,308.027,49,30,0.0,0.0,3
2022-01-08,366.583,36,11,0.17,2.6,6
2022-01-09,294.54200000000003,20,0,0.33,5.1,8
2022-01-10,296.2,63,7,0.0,0.0,6
2022-01-11,355.725,58,39,0.0,0.0,4
2022-01-12,474.208,40,19,0.0,0.0,4
2022-01-13,411.584,54,19,0.0,0.0,4
2022-01-14,314.157,56,27,0.0,0.0,3
2022-01-15,406.935,57,28,0.0,0.0,3
2022-01-16,402.636,59,40,0.0,0.0,2
2022-01-17,225.374,53,31,0.03,0.3,2
2022-01-18,399.609,50,15,0.0,0.0,2
2022-01-19,269.739,60,35,0.0,0.0,1
2022-01-20,388.146,56,23,0.0,0.0,1
2022-01-21,465.01,50,35,0.0,0.0,1
2022-01-22,449.441,42,19,0.07,0.0,1
2022-01-23,286.078,27,15,0.01,0.0,1
2022-01-24,291.94,33,22,0.07,1.3,1
2022-01-25,293.496,44,17,0.01,0.1,1
2022-01-26,279.279,53,22,0.0,0.0,0
2022-01-27,502.125,47,28,0.0,0.0,0
2022-01-28,341.498,40,21,0.32,5.4,5
2022-01-29,462.029,38,6,0.0,0.0,4
2022-01-30,472.962,31,20,0.12,3.2,6
2022-01-31,313.833,51,9,0.0,0.0,4
2022-02-01,327.139,57,27,0.0,0.0,3
2022-02-02,119.868,54,22,0.0,0.0,1
2022-02-03,440.059,61,23,0.0,0.0,1
2022-02-04,393.906,51,22,0.05,0.6,1
2022-02-05,400.275,22,7,0.57,9.2,9
2022-02-06,327.919,24,-11,0.02,0.4,8
2022-02-07,300.213,40,4,0.0,0.0,7
2022-02-08,383.744,50,17,0.0,0.0,5
2022-02-09,271.565,39,20,0.0,0.0,5
2022-02-10,324.463,54,20,0.0,0.0,3
2022-02-11,433.44,54,35,0.0,0.0,2
2022-02-12,475.364,56,38,0.0,0.0,2
2022-02-13,240.079,61,26,0.0,0.0,1
2022-02-14,272.339,49,26,0.37,5.6,6
2022-02-15,447.66,39,7,0.32,4.5,7
2022-02-16,282.978,59,19,0.0,0.0,3
2022-02-17,347.329,55,25,0.0,0.0,2
2022-02-18,291.209,60,36,0.0,0.0,2
2022-02-19,323.573,51,21,0.13,1.7,3
2022-02-20,311.289,34,5,0.35,5.6,5
2022-02-21,165.303,45,19,0.0,0.0,3
2022-02-22,227.514,57,23,0.0,0.0,3
2022-02-23,175.381,62,34,0.0,0.0,1
2022-02-24,381.094,57,18,0.0,0.0,1
2022-02-25,369.646,18,-2,0.19,2.9,3
2022-02-26,393.677,11,-4,0.13,1.6,4
2022-02-27,453.5,25,1,0.04,0.7,3
2022-02-28,342.738,26,2,0.0,0.0,3
2022-03-01,474.106,36,6,0.0,0.0,3
2022-03-02,239.3,55,15,0.0,0.0,1
2022-03-03,489.862,66,32,0.0,0.0,0
2022-03-04,411.736,0,0,0.0,0.0,0
2022-03-05,312.078,70,41,0.0,0.0,0
2022-03-06,217.261,66,38,0.0,0.0,0
2022-03-07,466.398,69,39,0.0,0.0,0
2022-03-08,382.957,68,31,0.0,0.0,0
2022-03-09,320.901,56,27,0.05,0.1,0
2022-03-10,515.126,29,18,0.14,5.3,3
2022-03-11,522.005,29,5,0.05,0.8,1
2022-03-12,558.889,41,11,0.0,0.0,0
2022-03-13,356.57800000000003,34,10,0.15,4.1,4
2022-03-14,406.747,22,2,0.06,0.8,2
2022-03-15,307.588,33,2,0.0,0.0,1
2022-03-16,297.647,56,17,0.0,0.0,0
2022-03-17,269.192,61,31,0.0,0.0,0
2022-03-18,568.365,56,29,0.0,0.0,0
2022-03-19,580.385,69,29,0.0,0.0,0
2022-03-20,380.468,63,42,0.01,0.0,0
2022-03-21,288.8,45,30,0.97,4.8,4
2022-03-22,308.543,52,19,0.01,0.3,0
2022-03-23,339.702,60,28,0.0,0.0,0
2022-03-24,489.646,66,31,0.0,0.0,0
2022-03-25,316.093,57,29,0.04,0.5,0
2022-03-26,547.7860000000001,47,22,0.0,0.0,0
2022-03-27,301.374,58,22,0.0,0.0,0
2022-03-28,307.404,67,30,0.0,0.0,0
2022-03-29,393.585,62,39,0.0,0.0,0
2022-03-30,355.923,78,36,0.0,0.0,0
2022-03-31,412.812,73,32,0.0,0.0,0
2022-04-01,399.783,77,43,0.0,0.0,0
2022-04-02,538.779,70,43,0.19,0.0,0
2022-04-03,255.975,51,30,0.0,0.0,0
2022-04-04,452.154,65,26,0.0,0.0,0
2022-04-05,259.661,60,39,0.0,0.0,0
2022-04-06,392.299,68,27,0.0,0.0,0
2022-04-07,459.462,66,40,0.0,0.0,0
2022-04-08,442.515,69,29,0.0,0.0,0
2022-04-09,580.967,64,44,0.0,0.0,0
2022-04-10,338.102,49,28,0.0,0.0,0
2022-04-11,539.256,58,27,0.0,0.0,0
2022-04-12,367.894,69,24,0.0,0.0,0
2022-04-13,474.185,78,45,0.0,0.0,0
2022-04-14,392.618,70,34,0.12,0.0,0
2022-04-15,516.54,59,25,0.0,0.0,0
2022-04-16,397.37,58,38,0.0,0.0,0
2022-04-17,350.797,39,12,0.0,0.0,0
2022-04-18,581.5070000000001,57,20,0.0,0.0,0
2022-04-19,441.423,65,35,0.0,0.0,0
2022-04-20,344.208,55,28,0.0,0.0,0
2022-04-21,527.991,63,28,0.0,0.0,0
2022-04-22,345.124,59,24,0.0,0.0,0
2022-04-23,383.798,82,32,0.0,0.0,0
2022-04-24,298.255,73,45,0.0,0.0,0
2022-04-25,429.35,78,37,0.0,0.0,0
2022-04-26,512.557,85,38,0.0,0.0,0
2022-04-27,456.418,67,30,0.0,0.0,0
2022-04-28,395.344,52,31,0.0,0.0,0
2022-04-29,405.681,55,30,0.0,0.0,0
2022-04-30,489.883,74,30,0.0,0.0,0
2022-05-01,416.09,74,43,0.0,0.0,0
2022-05-02,358.131,75,40,0.0,0.0,0
2022-05-03,480.343,69,43,0.0,0.0,0
2022-05-04,343.574,65,37,0.0,0.0,0
2022-05-05,401.928,64,32,0.0,0.0,0
2022-05-06,609.761,53,35,0.41,0.0,0
2022-05-07,406.093,52,36,0.0,0.0,0
2022-05-08,480.798,52,37,0.96,0.0,0
2022-05-09,470.538,71,35,0.0,0.0,0
2022-05-10,430.276,81,46,0.0,0.0,0
2022-05-11,410.615,86,47,0.0,0.0,0
2022-05-12,394.005,80,40,0.0,0.0,0
2022-05-13,710.5600000000001,71,44,0.0,0.0,0
2022-05-14,395.798,71,40,0.0,0.0,0
2022-05-15,368.067,87,42,0.0,0.0,0
2022-05-16,342.545,80,48,0.0,0.0,0
2022-05-17,428.987,75,46,0.0,0.0,0
2022-05-18,439.208,80,49,0.0,0.0,0
2022-05-19,397.731,77,47,0.0,0.0,0
2022-05-20,223.37,87,43,0.0,0.0,0
2022-05-21,385.797,85,49,0.0,0.0,0
2022-05-22,543.824,84,48,0.0,0.0,0
2022-05-23,375.007,86,45,0.0,0.0,0
2022-05-24,443.232,84,32,0.63,3.8,4
2022-05-25,531.143,45,32,0.58,4.5,1
2022-05-26,493.436,58,30,0.0,0.0,0
2022-05-27,452.52,61,37,0.01,0.0,0
2022-05-28,542.028,56,38,0.22,0.0,0
2022-05-29,542.446,71,34,0.01,0.0,0
2022-05-30,461.703,82,40,0.0,0.0,0
2022-05-31,470.688,87,50,0.0,0.0,0
2022-06-01,493.015,82,51,0.0,0.0,0
2022-06-02,575.226,79,51,0.15,0.0,0
2022-06-03,376.743,64,44,0.06,0.0,0
2022-06-04,572.12,63,38,0.16,0.0,0
2022-06-05,503.33,54,39,0.58,0.0,0
2022-06-06,364.652,69,39,0.0,0.0,0
2022-06-07,436.897,73,45,0.06,0.0,0
2022-06-08,529.428,83,44,0.0,0.0,0
2022-06-09,474.952,80,52,0.0,0.0,0
2022-06-10,543.3580000000001,76,51,0.04,0.0,0
2022-06-11,436.565,79,50,0.0,0.0,0
2022-06-12,540.869,77,49,0.0,0.0,0
2022-06-13,544.958,88,50,0.0,0.0,0
2022-06-14,693.889,90,48,0.0,0.0,0
2022-06-15,729.001,99,58,0.0,0.0,0
2022-06-16,565.6030000000001,96,60,0.05,0.0,0
2022-06-17,416.924,95,65,0.0,0.0,0
2022-06-18,675.901,90,52,0.0,0.0,0
2022-06-19,481.249,87,45,0.0,0.0,0
2022-06-20,344.732,91,52,0.0,0.0,0
2022-06-21,440.167,91,58,0.0,0.0,0
2022-06-22,626.465,90,61,0.0,0.0,0
2022-06-23,418.143,87,63,0.0,0.0,0
2022-06-24,359.17,87,57,0.0,0.0,0
2022-06-25,661.297,85,47,0.0,0.0,0
2022-06-26,403.38,82,49,0.0,0.0,0
2022-06-27,461.46,91,51,0.0,0.0,0
2022-06-28,585.31,89,60,0.11,0.0,0
2022-06-29,588.682,72,53,0.0,0.0,0
2022-06-30,512.07,68,56,0.01,0.0,0
2022-07-01,520.901,85,48,0.0,0.0,0
2022-07-02,505.83,91,52,0.0,0.0,0
2022-07-03,474.458,92,60,0.01,0.0,0
2022-07-04,319.338,82,63,0.08,0.0,0
2022-07-05,352.365,84,51,0.0,0.0,0
2022-07-06,462.851,89,54,0.0,0.0,0
2022-07-07,515.178,88,57,0.02,0.0,0
2022-07-08,497.607,92,58,0.0,0.0,0
2022-07-09,539.381,88,58,0.0,0.0,0
2022-07-10,459.962,86,63,0.09,0.0,0
2022-07-11,455.361,90,53,0.11,0.0,0
2022-07-12,584.821,94,55,0.0,0.0,0
2022-07-13,486.132,99,58,0.03,0.0,0
2022-07-14,539.694,98,59,0.02,0.0,0
2022-07-15,471.516,81,60,0.1,0.0,0
2022-07-16,666.188,93,54,0.0,0.0,0
2022-07-17,593.497,96,56,0.0,0.0,0
2022-07-18,316.733,96,67,0.02,0.0,0
2022-07-19,379.317,89,62,0.01,0.0,0
2022-07-20,568.434,91,62,0.17,0.0,0
2022-07-21,514.073,97,58,0.0,0.0,0
2022-07-22,637.251,99,65,0.0,0.0,0
2022-07-23,620.022,100,71,0.0,0.0,0
2022-07-24,451.606,94,61,0.13,0.0,0
2022-07-25,629.554,94,57,0.0,0.0,0
2022-07-26,461.747,97,65,0.0,0.0,0
2022-07-27,502.929,96,67,0.09,0.0,0
2022-07-28,418.319,78,57,0.49,0.0,0
2022-07-29,389.422,89,56,0.02,0.0,0
2022-07-30,654.377,88,57,0.0,0.0,0
2022-07-31,504.582,86,58,0.0,0.0,0
2022-08-01,594.351,82,60,1.11,0.0,0
2022-08-02,549.749,81,58,0.03,0.0,0
2022-08-03,632.3629999999999,91,51,0.0,0.0,0
2022-08-04,421.425,90,61,0.0,0.0,0
2022-08-05,532.876,93,60,0.0,0.0,0
2022-08-06,622.127,93,66,0.0,0.0,0
2022-08-07,448.122,88,62,0.01,0.0,0
2022-08-08,434.588,95,58,0.0,0.0,0
2022-08-09,609.532,93,63,0.0,0.0,0
2022-08-10,699.5,89,64,0.12,0.0,0
2022-08-11,665.114,84,62,0.18,0.0,0
2022-08-12,655.364,87,55,0.14,0.0,0
2022-08-13,694.386,92,59,0.0,0.0,0
2022-08-14,629.76,93,60,0.0,0.0,0
2022-08-15,563.143,94,59,0.0,0.0,0
2022-08-16,518.498,91,61,0.0,0.0,0
2022-08-17,677.126,90,61,0.0,0.0,0
2022-08-18,569.319,88,61,0.01,0.0,0
2022-08-19,632.056,80,62,0.22,0.0,0
2022-08-20,647.875,71,61,0.59,0.0,0
2022-08-21,480.75,83,53,0.0,0.0,0
2022-08-22,483.519,86,53,0.0,0.0,0
2022-08-23,671.512,84,56,0.0,0.0,0
2022-08-24,503.387,78,57,0.16,0.0,0
2022-08-25,568.38,78,53,0.0,0.0,0
2022-08-26,671.412,84,53,0.0,0.0,0
2022-08-27,603.593,86,54,0.0,0.0,0
2022-08-28,529.463,85,53,0.0,0.0,0
2022-08-29,606.583,85,55,0.02,0.0,0
2022-08-30,481.476,81,57,0.0,0.0,0
2022-08-31,559.693,91,56,0.0,0.0,0
2022-09-01,518.305,94,69,0.0,0.0,0
2022-09-02,650.993,86,53,0.0,0.0,0
2022-09-03,613.069,91,54,0.0,0.0,0
2022-09-04,584.598,90,57,0.01,0.0,0
2022-09-05,451.135,94,53,0.0,0.0,0
2022-09-06,339.176,93,60,0.0,0.0,0
2022-09-07,575.575,90,54,0.0,0.0,0
2022-09-08,580.333,95,54,0.0,0.0,0
2022-09-09,494.903,95,60,0.0,0.0,0
2022-09-10,664.422,96,59,0.0,0.0,0
2022-09-11,537.623,95,57,0.0,0.0,0
2022-09-12,441.012,97,61,0.0,0.0,0
2022-09-13,626.632,82,50,0.07,0.0,0
2022-09-14,519.229,55,45,0.91,0.0,0
2022-09-15,590.898,75,39,0.0,0.0,0
2022-09-16,534.817,87,46,0.0,0.0,0
2022-09-17,704.122,82,50,0.0,0.0,0
2022-09-18,530.835,80,57,0.0,0.0,0
2022-09-19,440.797,78,52,0.0,0.0,0
2022-09-20,485.268,78,47,0.01,0.0,0
2022-09-21,429.222,80,51,0.0,0.0,0
2022-09-22,542.054,82,47,0.02,0.0,0
2022-09-23,596.452,90,50,0.0,0.0,0
2022-09-24,705.872,90,57,0.0,0.0,0
2022-09-25,549.792,79,52,0.17,0.0,0
2022-09-26,465.415,59,47,0.22,0.0,0
2022-09-27,603.025,81,47,0.01,0.0,0
2022-09-28,438.638,81,47,0.0,0.0,0
2022-09-29,432.0,73,43,0.0,0.0,0
2022-09-30,568.364,82,44,0.0,0.0,0
2022-10-01,472.361,80,48,0.0,0.0,0
2022-10-02,492.109,82,45,0.0,0.0,0
2022-10-03,618.529,82,54,0.01,0.0,0
2022-10-04,568.413,79,50,0.07,0.0,0
2022-10-05,637.623,71,46,0.13,0.0,0
2022-10-06,570.624,74,46,0.0,0.0,0
2022-10-07,682.47,74,46,0.09,0.0,0
2022-10-08,585.308,65,42,0.0,0.0,0
2022-10-09,563.189,70,42,0.0,0.0,0
2022-10-10,644.054,72,41,0.0,0.0,0
2022-10-11,550.485,57,38,0.04,0.0,0
2022-10-12,695.17,66,36,0.0,0.0,0
2022-10-13,626.512,73,37,0.0,0.0,0
2022-10-14,674.832,78,40,0.0,0.0,0
2022-10-15,722.516,78,49,0.0,0.0,0
2022-10-16,469.944,71,36,0.0,0.0,0
2022-10-17,584.796,66,35,0.0,0.0,0
2022-10-18,589.358,78,42,0.0,0.0,0
2022-10-19,500.221,65,40,0.0,0.0,0
2022-10-20,440.332,59,43,0.0,0.0,0
2022-10-21,545.372,65,32,0.0,0.0,0
2022-10-22,540.999,69,32,0.0,0.0,0
2022-10-23,392.671,77,39,0.0,0.0,0
2022-10-24,750.568,82,39,0.0,0.0,0
2022-10-25,615.229,77,49,0.0,0.0,0
2022-10-26,576.902,77,48,0.0,0.0,0
2022-10-27,686.693,67,45,0.0,0.0,0
2022-10-28,576.359,53,30,0.02,0.0,0
2022-10-29,562.619,61,38,0.0,0.0,0
2022-10-30,536.001,57,33,0.0,0.0,0
2022-10-31,572.933,51,33,0.24,0.1,0
2022-11-01,441.394,59,27,0.0,0.0,0
2022-11-02,393.496,61,30,0.0,0.0,0
2022-11-03,455.343,61,31,0.0,0.0,0
2022-11-04,594.575,70,32,0.0,0.0,0
2022-11-05,706.0,71,34,0.0,0.0,0
2022-11-06,458.644,69,45,0.0,0.0,0
2022-11-07,519.767,51,32,0.24,3.0,3
2022-11-08,584.143,44,24,0.27,3.7,3
2022-11-09,464.088,57,32,0.0,0.0,0
2022-11-10,483.244,54,36,0.0,0.0,0
2022-11-11,561.603,52,25,0.0,0.0,0
2022-11-12,570.185,68,33,0.0,0.0,0
2022-11-13,593.283,49,24,0.0,0.0,0
2022-11-14,546.347,51,29,0.0,0.0,0
2022-11-15,497.014,37,14,0.0,0.0,0
2022-11-16,702.564,45,15,0.0,0.0,0
2022-11-17,452.819,50,21,0.0,0.0,0
2022-11-18,371.419,39,16,0.0,0.0,0
2022-11-19,484.553,35,21,0.14,3.5,0
2022-11-20,474.278,40,17,0.0,0.0,0
2022-11-21,441.404,32,20,0.12,3.3,3
2022-11-22,453.514,24,11,0.34,5.6,6
2022-11-23,375.69,41,5,0.0,0.0,4
2022-11-24,359.502,47,13,0.0,0.0,4
2022-11-25,309.687,50,21,0.0,0.0,2
2022-11-26,556.76,51,25,0.0,0.0,2
2022-11-27,517.187,50,27,0.0,0.0,2
2022-11-28,497.329,45,23,0.0,0.0,2
2022-11-29,386.44,59,24,0.0,0.0,1
2022-11-30,639.369,59,30,0.0,0.0,0
2022-12-01,695.6419999999999,49,32,0.01,0.0,0
2022-12-02,520.693,55,36,0.0,0.0,0
2022-12-03,721.569,44,15,0.3,5.5,4
2022-12-04,397.48,29,7,0.0,0.0,3
2022-12-05,414.364,56,14,0.0,0.0,1
2022-12-06,606.401,56,32,0.0,0.0,0
2022-12-07,573.463,54,13,0.0,0.0,0
2022-12-08,548.4350000000001,55,28,0.0,0.0,0
2022-12-09,599.756,57,30,0.0,0.0,0
2022-12-10,483.655,51,26,0.0,0.0,0
2022-12-11,531.6560000000001,50,24,0.0,0.0,0
2022-12-12,387.628,44,20,0.0,0.0,0
2022-12-13,546.376,52,12,0.0,0.0,0
2022-12-14,690.582,53,20,0.0,0.0,0
2022-12-15,669.19,61,26,0.0,0.0,0
2022-12-16,453.543,54,31,0.0,0.0,0
2022-12-17,539.308,41,22,0.0,0.0,0
2022-12-18,432.691,40,18,0.0,0.0,0
2022-12-19,289.34,33,17,0.0,0.0,0
2022-12-20,570.8380000000001,32,10,0.0,0.0,0
2022-12-21,592.057,38,13,0.0,0.0,0
2022-12-22,375.715,41,13,0.0,0.0,0
2022-12-23,353.789,45,10,0.0,0.0,0
2022-12-24,321.285,50,19,0.0,0.0,0
2022-12-25,200.866,47,6,0.0,0.0,0
2022-12-26,344.918,7,-18,0.55,6.2,6
2022-12-27,365.018,12,-14,0.0,0.0,5
2022-12-28,339.833,51,-2,0.0,0.0,4
2022-12-29,399.673,53,17,0.0,0.0,2
2022-12-30,557.438,49,28,0.0,0.0,2
2022-12-31,328.483,62,32,0.0,0.0,0
2023-01-01,398.459,57,41,0.0,0.0,0
2023-01-02,340.527,41,21,1.26,9.3,9
2023-01-03,564.097,37,19,0.0,0.0,8
2023-01-04,597.998,53,23,0.0,0.0,6
2023-01-05,742.898,40,28,0.0,0.0,6
2023-01-06,1218.733,31,26,0.11,0.9,7
2023-01-07,1324.622,26,16,0.06,0.7,7
2023-01-08,1366.556,37,13,0.0,0.0,6
2023-01-09,1313.454,38,13,0.0,0.0,6
2023-01-10,1099.716,48,19,0.0,0.0,6
2023-01-11,1494.197,45,24,0.0,0.0,6
2023-01-12,570.232,57,21,0.0,0.0,5
2023-01-13,569.9110000000001,52,32,0.0,0.0,5
2023-01-14,516.948,56,32,0.0,0.0,2
2023-01-15,516.38,51,32,0.01,0.0,2
2023-01-16,439.363,49,22,0.0,0.0,2
2023-01-17,711.727,52,25,0.0,0.0,1
2023-01-18,148.69899999999998,62,34,0.0,0.0,0
2023-01-19,501.36,53,33,0.0,0.0,0
2023-01-20,606.797,48,26,0.0,0.0,0
2023-01-21,393.18,43,22,0.0,0.0,0
2023-01-22,299.11,31,22,0.58,5.8,5
2023-01-23,630.014,38,18,0.0,0.0,5
2023-01-24,435.433,32,18,0.0,0.0,4
2023-01-25,704.226,32,13,0.0,0.0,4
2023-01-26,376.435,40,16,0.0,0.0,4
2023-01-27,680.882,34,24,0.01,0.2,3
2023-01-28,417.543,35,16,0.0,0.0,3
2023-01-29,298.02,33,16,0.0,0.0,3
2023-01-30,355.312,40,14,0.0,0.0,3
2023-01-31,530.197,46,26,0.0,0.0,2
2023-02-01,638.994,41,21,0.0,0.0,2
2023-02-02,656.099,25,1,0.08,1.1,3
2023-02-03,541.797,9,-7,0.03,0.5,3
2023-02-04,468.666,30,-4,0.0,0.1,3
2023-02-05,513.321,46,8,0.0,0.0,3
